index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
persondata-greedy-sources-50-target-50,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[34.674625083, 30.924063989, 34.63255949, 34.612494528, 31.017692503]","[0.510708843, 0.426351873, 0.520256081, 0.526971619, 0.421891734]","[3.25404891, 3.172402758, 3.166645179, 3.113006611, 3.1497914]","[26.291314124, 23.365547677, 26.371380773, 26.52502643, 23.369389371]","[3.473367369, 2.967056352, 3.473613396, 3.402311441, 3.015850143]","[0.129289322, 0.115851315, 0.129311203, 0.128396029, 0.11728691]"
persondata-greedy-sources-60-target-60,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[57.231153033, 50.651751541, 50.789083623, 56.96417504, 57.042572763]","[1.015191655, 0.825380848, 0.837650401, 1.025771322, 1.028490644]","[3.759412098, 3.643674953, 3.686860377, 3.592182696, 3.605259772]","[45.182963069, 39.857410436, 39.922401297, 45.11273373, 45.226427679]","[5.66725625, 4.859635887, 4.879137618, 5.655382787, 5.644050154]","[0.186924718, 0.165972067, 0.169464055, 0.187568852, 0.192508345]"
persondata-greedy-sources-70-target-70,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[76.282896067, 76.226027291, 76.065786199, 76.171080727, 76.287690087]","[1.460084879, 1.477644157, 1.446357304, 1.480414836, 1.452433551]","[5.890833116, 5.852976306, 5.7978515040000005, 5.751342863, 5.73252034]","[59.527621107, 59.503076058, 59.364583715, 59.486077932, 59.623505093]","[7.466483405, 7.48720553, 7.458872168, 7.519112692, 7.5151307]","[0.234442867, 0.231327877, 0.236510124, 0.235711974, 0.232958116]"
persondata-greedy-sources-80-target-80,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[120.258612184, 107.04952004, 120.882028884, 106.949746393, 107.12922158]","[2.932733408, 2.373078379, 3.243717055, 2.383152282, 2.371367274]","[6.337094034, 6.340405772, 6.236179896, 6.279892656, 6.197831191]","[95.677893917, 84.84655533, 96.15833206, 84.818528113, 85.082095984]","[12.751087927, 11.035438385, 13.063261876, 10.987911389, 10.969208956]","[0.369836416, 0.328589191, 0.370209888, 0.322389423, 0.322771748]"
persondata-greedy-sources-90-target-90,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[145.451910745, 164.094326904, 163.762142702, 145.277292001, 145.456111379]","[3.692260967, 4.560396848, 4.519092614, 3.700940266, 3.698405651]","[6.797495505, 6.776086555, 6.743478222, 6.690087737, 6.722188043]","[116.152200065, 131.699564067, 131.470838443, 116.389138239, 116.421218187]","[15.636962467, 18.056646261, 18.020001281, 15.536458242, 15.635925377]","[0.418006125, 0.494204867, 0.492597849, 0.418748078, 0.424336638]"
persondata-greedy-sources-100-target-100,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[193.175429799, 193.581494473, 193.072050109, 193.202564199, 217.160513484]","[5.543469878, 5.510978274, 5.506085426, 5.509278344, 6.75958146]","[7.399827171, 7.297319356, 7.368611596, 7.312630429, 7.31643989]","[155.38793529, 155.876947442, 155.338735277, 155.398718714, 174.700608546]","[21.452645025, 21.445863115, 21.388699694, 21.437133812, 25.061001145]","[0.562596434, 0.55995634, 0.556363964, 0.551591071, 0.65410592]"
persondata-naive-sources-0-target-0,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[310.263945035, 299.918840447, 297.484323312, 299.5572667, 328.42328614]","[0.062618996, 0.058279971, 0.05761816, 0.059214329, 0.05762251]","[309.759089306, 299.460595591, 297.086216615, 299.086783173, 328.029952918]","[8.44835642, 8.318721498, 8.322526464, 8.438992836, 8.354474391]","[1.514677361, 1.46799804, 1.458814703, 1.4899066539999999, 1.468763707]","[0.334887279, 0.329439188, 0.325289065, 0.329236263, 0.324795095]"
persondata-naive-sources-10-target-10,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-20-target-20,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-30-target-30,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-40-target-40,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-50-target-50,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-60-target-60,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-70-target-70,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-80-target-80,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-90-target-90,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-naive-sources-100-target-100,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
flighthotel-random-sources-0-target-0,"[0.5345911949685535, 0.5950920245398773, 0.375, 0.5398773006134969, 0.46540880503144655]","[8, 8, 5, 9, 7]","[1.985291898, 1.585677319, 0.784835465, 1.995060548, 1.3523825999999999]","[0.000337169, 0.000473199, 0.00021097, 0.00048521, 0.0002689]","[1.706938536, 1.499735445, 0.731769076, 1.89073728, 1.288590994]","[0.008502368, 0.007914377, 0.003913178, 0.010299874, 0.007232538]","[0.003137369, 0.003245449, 0.00183666, 0.004378578, 0.00275616]","[0.00088213, 0.00084821, 0.00058879, 0.001271989, 0.00080237]"
flighthotel-random-sources-10-target-10,"[0.678125, 0.6833855799373041, 0.7335423197492164, 0.7932098765432098, 0.7053291536050157]","[4, 4, 6, 8, 5]","[0.963111196, 0.776356167, 2.769265964, 3.173374629, 1.473147373]","[0.00016214, 0.00010878, 0.00031433, 0.00032095, 0.00026531]","[0.918500584, 0.740548978, 2.663457362, 3.083005795, 1.406331132]","[0.005291518, 0.004438098, 0.017273825, 0.019987446, 0.010578417]","[0.002165739, 0.0016262, 0.005379636, 0.006044868, 0.003986909]","[0.00039643, 0.00027205, 0.00074881, 0.000773059, 0.000614069]"
flighthotel-random-sources-20-target-20,"[0.7995824634655533, 0.7891440501043842, 0.8705636743215032, 0.8225469728601252, 0.8305785123966942]","[4, 4, 8, 6, 7]","[1.711697552, 1.1855473619999999, 4.585510778, 3.823923105, 4.078712614]","[0.00017832, 0.00011449, 0.00045859, 0.000344599, 0.00035478]","[1.618964879, 1.144765983, 4.46039001, 3.718915897, 3.960120217]","[0.012212759, 0.007608616, 0.03357149, 0.026223102, 0.027803646]","[0.003739707, 0.0023418, 0.010052277, 0.007852557, 0.00810047]","[0.00039765, 0.00024625, 0.00099242, 0.00079281, 0.00077618]"
flighthotel-random-sources-30-target-30,"[0.8419405320813772, 0.8513302034428795, 0.8408736349453978, 0.84375, 0.8419405320813772]","[4, 5, 5, 5, 4]","[1.722817156, 1.312708642, 1.639368292, 1.213934662, 1.4808203739999999]","[0.00012271, 0.00010843, 0.00011284, 0.00012141, 0.00011804]","[1.673108475, 1.268087, 1.5888794210000001, 1.169680959, 1.435202751]","[0.012471547, 0.009521637, 0.012129698, 0.009749028, 0.011136479]","[0.00315527, 0.00272296, 0.003046939, 0.002872829, 0.002857069]","[0.00030288, 0.00025352, 0.00024822, 0.00027361, 0.00028396]"
flighthotel-random-sources-40-target-40,"[0.8725, 0.87125, 0.87125, 0.87125, 0.867334167709637]","[4, 4, 4, 4, 3]","[1.737885988, 1.362229949, 1.170376511, 1.581355108, 1.747441291]","[0.00012641, 0.0001299, 0.00013032, 0.00013176, 0.0001316]","[1.6568680279999999, 1.312726035, 1.1256103450000001, 1.5325948230000002, 1.696744755]","[0.011145318, 0.009761549, 0.00877205, 0.01235135, 0.014267308]","[0.00294784, 0.00289264, 0.00281508, 0.003105039, 0.00385122]","[0.00025793, 0.00027192, 0.00030606, 0.00026666, 0.00030877]"
flighthotel-random-sources-50-target-50,"[0.899895724713243, 0.8927083333333333, 0.8927083333333333, 0.9019812304483837, 0.894681960375391]","[4, 4, 4, 5, 4]","[2.019436149, 1.60061703, 1.767930827, 1.938337938, 2.1461885450000002]","[0.00013123, 0.00012771, 0.00013525, 0.00014469, 0.00013512]","[1.963581274, 1.551909544, 1.7168009610000001, 1.886569081, 2.093188989]","[0.01505308, 0.01105733, 0.012205469, 0.013953629, 0.015943918]","[0.003868447, 0.0032947, 0.003589708, 0.00409909, 0.00408638]","[0.00026437, 0.00026235, 0.000290329, 0.00029391, 0.00028159]"
flighthotel-random-sources-60-target-60,"[0.9097408400357462, 0.9106344950848972, 0.9107142857142857, 0.9079535299374442, 0.9097408400357462]","[4, 5, 5, 3, 4]","[2.473528315, 3.172331893, 1.901331567, 1.865169997, 2.7875911330000003]","[0.00013904, 0.00012915, 0.0001398, 0.0001328, 0.00013518]","[2.413392527, 3.104343192, 1.846048107, 1.809240577, 2.725950589]","[0.019425391, 0.025992441, 0.015262311, 0.016080411, 0.022201721]","[0.004229459, 0.005184699, 0.00391989, 0.0043579, 0.00483311]","[0.00025212, 0.000269199, 0.00027656, 0.00027281, 0.00026688]"
flighthotel-random-sources-70-target-70,"[0.9210320562939797, 0.9218139171227522, 0.91875, 0.91953125, 0.91953125]","[4, 5, 3, 4, 4]","[4.660379341, 4.025861661, 2.71932141, 2.88920849, 3.652220396]","[0.00013808, 0.00014845, 0.00014003, 0.00014166, 0.00014507]","[4.594544309, 3.959135257, 2.635496581, 2.8251119730000003, 3.585307787]","[0.02398996, 0.022051782, 0.015911851, 0.015179222, 0.018916484]","[0.00524691, 0.00523724, 0.004386122, 0.00412691, 0.004767381]","[0.00025698, 0.00028116, 0.000283851, 0.00025613, 0.00025431]"
flighthotel-random-sources-80-target-80,"[0.9346768589298123, 0.9332870048644892, 0.9298123697011814, 0.9305555555555556, 0.9298123697011814]","[5, 4, 4, 5, 4]","[4.5025253880000005, 4.490230409, 3.921998794, 2.864007785, 3.318876987]","[0.0001616, 0.00014047, 0.000143841, 0.00014669, 0.000147971]","[4.435474518, 4.422003219, 3.849550879, 2.80743562, 3.258161061]","[0.023430002, 0.023526826, 0.021652094, 0.015554225, 0.019103837]","[0.0058233, 0.005386099, 0.005630086, 0.004637269, 0.005171777]","[0.00031021, 0.00027025, 0.00027234, 0.000254071, 0.000304251]"
flighthotel-random-sources-90-target-90,"[0.9368355222013759, 0.93625, 0.9355847404627893, 0.936875, 0.9468417761100688]","[4, 4, 3, 5, 6]","[4.479241801, 4.318464466, 4.249867764, 4.460913297, 5.005323305]","[0.000149011, 0.00015237, 0.000161761, 0.00016189, 0.00015603]","[4.408212591, 4.249188777, 4.179623083, 4.387478043, 4.933239506]","[0.025651189, 0.023813946, 0.024821869, 0.025743601, 0.025661287]","[0.005968984, 0.005692231, 0.006144424, 0.005978793, 0.006681639]","[0.00025181, 0.000259331, 0.00027504, 0.00031302, 0.000295331]"
flighthotel-random-sources-100-target-100,"[0.9414772727272728, 0.9425810119386014, 0.9409090909090909, 0.9425810119386014, 0.9426136363636364]","[4, 4, 3, 4, 5]","[3.83093788, 4.997403397, 4.202171767, 5.777479713, 4.92530646]","[0.000157831, 0.00015675, 0.00016832, 0.00016009, 0.00015934]","[3.759723652, 4.92198084, 4.117282012, 5.690034593, 4.8486465039999995]","[0.022256151, 0.028011348, 0.024917528, 0.03086698, 0.027054432]","[0.005662458, 0.006990515, 0.00685059, 0.006952849, 0.006066919]","[0.00026479, 0.00031536, 0.00028184, 0.000255251, 0.000255351]"
flighthotel-weighted_distance-sources-0-target-0,"[0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352]","[3, 3, 3, 3, 3]","[0.675854397, 0.463701407, 0.423424991, 0.420487983, 0.421002846]","[0.00018827, 0.00018171, 0.00015671, 0.00016151, 0.00013931]","[0.504130425, 0.417605042, 0.385618128, 0.383197061, 0.384013676]","[0.002602096, 0.002563256, 0.002324863, 0.002414835, 0.002269256]","[0.001519022, 0.001487753, 0.001303456, 0.001367417, 0.001197544]","[0.000524831, 0.000512181, 0.000449671, 0.000475291, 0.000418062]"
flighthotel-weighted_distance-sources-10-target-10,"[0.677115987460815, 0.677115987460815, 0.677115987460815, 0.677115987460815, 0.677115987460815]","[3, 3, 3, 3, 3]","[0.846714665, 0.823923401, 0.865107186, 0.850838684, 0.816423782]","[0.00017891, 0.00016596, 0.000181951, 0.00018917, 0.00016422]","[0.799198419, 0.777999707, 0.81846497, 0.804476648, 0.771223831]","[0.005765313, 0.005689346, 0.005716364, 0.005824719, 0.005688823]","[0.002353167, 0.002321094, 0.002378556, 0.002470352, 0.002259276]","[0.000430561, 0.00042516, 0.000442201, 0.000477461, 0.00041469]"
flighthotel-weighted_distance-sources-20-target-20,"[0.7849686847599165, 0.7849686847599165, 0.7849686847599165, 0.7849686847599165, 0.7849686847599165]","[3, 3, 3, 3, 3]","[0.819645662, 0.789939922, 0.805776384, 1.221978582, 0.816346087]","[0.00012305, 0.000107281, 0.00010085, 0.00019235, 9.696e-05]","[0.778068829, 0.751663797, 0.768035461, 1.1421751119999999, 0.778978286]","[0.005989643, 0.005854924, 0.005821098, 0.009623873, 0.005756334]","[0.002178457, 0.002052266, 0.002017172, 0.003501141, 0.001911474]","[0.000294231, 0.00027307, 0.000255181, 0.000462401, 0.000244951]"
flighthotel-weighted_distance-sources-30-target-30,"[0.8375, 0.8375, 0.8375, 0.838810641627543, 0.8375]","[3, 3, 3, 3, 3]","[1.006914225, 1.034969569, 1.00998636, 1.065798715, 1.004123124]","[0.00011878, 0.00016285, 0.00011571, 0.00010625, 0.00011564]","[0.961907952, 0.992794183, 0.968257286, 1.02428497, 0.963173292]","[0.009014254, 0.008037792, 0.008281499, 0.008583052, 0.007832392]","[0.002754805, 0.002746197, 0.002635038, 0.002544946, 0.002467836]","[0.00028346, 0.00032048, 0.00028324, 0.000272161, 0.000260382]"
