index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
dblp_to_amalgam1-random-1,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.921141124000002, 29.490819308, 29.183238805, 29.473807486, 29.299253287]","[0.000395244, 0.000383734, 0.000382225, 0.000376764, 0.000387854]","[0.780638208, 0.214402627, 0.19506921, 0.199151556, 0.187288967]","[27.189479036, 27.496300501, 27.200563333, 27.518055329, 27.33492828]","[1.255024314, 1.24786051, 1.254943212, 1.229545647, 1.240919355]","[0.000356903, 0.000353464, 0.000362353, 0.000355983, 0.000365083]"
dblp_to_amalgam1-random-2,"[0.9781849912739965, 0.971027216856892, 1, 0.9499561018437226, 1]","[22, 22, 23, 21, 23]","[29.609454446, 29.371887545, 29.41820336, 29.426115036, 29.48288354]","[0.000459159, 0.000423619, 0.000433701, 0.000414171, 0.000421243]","[0.550078953, 0.343387647, 0.379672293, 0.326543409, 0.339419207]","[27.280622745, 27.241235704, 27.240566602, 27.308089044, 27.360331644]","[1.240113845, 1.247274878, 1.243457485, 1.24762978, 1.246207377]","[0.00041263, 0.0004024, 0.000403243, 0.000381771, 0.000401513]"
dblp_to_amalgam1-random-4,"[1, 1, 0.971027216856892, 0.971027216856892, 0.9781849912739965]","[23, 23, 22, 22, 22]","[29.939003875, 29.70637124, 29.511168061, 29.971026468, 29.627686517]","[0.000498241, 0.000416391, 0.000387962, 0.000467562, 0.000413622]","[0.663504562, 0.429115858, 0.327229952, 0.524322588, 0.424648153]","[27.381659648, 27.471062162, 27.369739456, 27.619384897, 27.388847436]","[1.258544713, 1.254749668, 1.264853938, 1.261031394, 1.258001203]","[0.00046429, 0.000381722, 0.000357751, 0.000431383, 0.000388981]"
dblp_to_amalgam1-random-8,"[0.9781849912739965, 0.9781849912739965, 0.9781849912739965, 1, 0.9499561018437226]","[22, 22, 22, 23, 21]","[30.357162082, 30.188262803, 29.904527273, 30.079950737, 29.456799459]","[0.000551572, 0.000552532, 0.000495493, 0.000534694, 0.000418837]","[1.032156184, 0.965080413, 0.740515252, 0.82530032, 0.5115473]","[27.498193499, 27.383940454, 27.322552289, 27.42109201, 27.128080586]","[1.262978691, 1.273206581, 1.276455773, 1.275356501, 1.272111441]","[0.000507702, 0.000500512, 0.000446193, 0.000507833, 0.000378328]"
dblp_to_amalgam1-random-16,"[0.9650959860383944, 0.9650959860383944, 0.9650959860383944, 0.9650959860383944, 1]","[22, 22, 22, 22, 23]","[30.755799649, 30.060294344, 30.227788012, 30.162249676, 30.162840173]","[0.000507973, 0.000505913, 0.000511232, 0.000538263, 0.000466294]","[1.092348337, 0.969780277, 1.04317396, 1.10429616, 0.894682832]","[27.743160358, 27.255073529, 27.357552004, 27.213483582, 27.434381637]","[1.301720035, 1.273634263, 1.266064902, 1.279683881, 1.275604438]","[0.000462584, 0.000454142, 0.000470533, 0.000488532, 0.000479592]"
dblp_to_amalgam1-weighted_distance-1,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.259961511, 29.287913826, 29.239083728, 29.097498878, 29.185570993]","[0.000387652, 0.000377891, 0.000378112, 0.000378281, 0.000537312]","[0.16935055, 0.148783104, 0.122736002, 0.112562352, 0.136987372]","[27.207035591, 27.369812973, 27.353627512, 27.217753109, 27.289983294]","[1.239737271, 1.242607072, 1.243545387, 1.244520924, 1.233886764]","[0.000363931, 0.000353033, 0.000349112, 0.000348853, 0.000378683]"
dblp_to_amalgam1-weighted_distance-2,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.442225157, 29.364924559, 29.326953369, 29.431913047, 29.325769694]","[0.000404711, 0.000409462, 0.000434062, 0.000411812, 0.000406091]","[0.239707692, 0.253615735, 0.243145417, 0.254699581, 0.25564126]","[27.401349238, 27.325609963, 27.305388368, 27.394065268, 27.309431714]","[1.259796625, 1.250954923, 1.247699315, 1.244502102, 1.235543381]","[0.000376212, 0.000395701, 0.000388922, 0.000382611, 0.000375071]"
dblp_to_amalgam1-weighted_distance-4,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.832245151, 29.657186931, 30.240609678, 29.650659338, 29.811754164]","[0.000460801, 0.000469712, 0.000461592, 0.000476751, 0.000464171]","[0.562719297, 0.533347912, 0.543120655, 0.537257075, 0.557027233]","[27.414390839, 27.322512889, 27.863328612, 27.325143791, 27.442415053]","[1.251407745, 1.254878548, 1.276497071, 1.244425859, 1.262023147]","[0.000422922, 0.000431383, 0.000418192, 0.000412451, 0.000435423]"
dblp_to_amalgam1-weighted_distance-8,"[0.912739965095986, 0.912739965095986, 0.912739965095986, 0.912739965095986, 0.912739965095986]","[21, 21, 21, 21, 21]","[29.922139991999998, 29.852347661, 29.872101699, 29.968519473, 29.998713273]","[0.000465303, 0.000467901, 0.000470598, 0.000472451, 0.000465081]","[0.698410601, 0.690461029, 0.688825573, 0.714715832, 0.712872179]","[27.392427562, 27.338564258, 27.356336282, 27.416119466, 27.467878283]","[1.270673111, 1.27397175, 1.27121623, 1.279454659, 1.269751244]","[0.000437873, 0.000443679, 0.000451969, 0.000445541, 0.000434231]"
dblp_to_amalgam1-weighted_distance-16,"[0.912739965095986, 0.912739965095986, 0.912739965095986, 0.912739965095986, 0.912739965095986]","[21, 21, 21, 21, 21]","[30.174998521, 30.127153683, 29.978374498, 30.024525443, 30.936012258]","[0.000464421, 0.000448262, 0.000468042, 0.000448452, 0.000451131]","[0.919513396, 0.942925496, 0.875353482, 0.886195968, 0.901517557]","[27.371950695, 27.332305523, 27.27723094, 27.3008416, 28.137599569]","[1.270066249, 1.29235801, 1.279541433, 1.283719417, 1.314150476]","[0.000437231, 0.000421862, 0.000434131, 0.000428761, 0.000427751]"
dblp_to_amalgam1-greedy-1,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.232743517, 29.333381101, 29.34960938, 29.417542977, 29.260917679]","[0.000384371, 0.000394791, 0.000379981, 0.000384261, 0.000397781]","[0.182675936, 0.107600488, 0.109210207, 0.109984435, 0.107664555]","[27.209365183, 27.45429451, 27.466745824, 27.526119769, 27.382610727]","[1.238734566, 1.244725936, 1.244346591, 1.257710866, 1.246783249]","[0.000366631, 0.000349361, 0.000352401, 0.000349152, 0.000356801]"
dblp_to_amalgam1-greedy-2,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.270948533, 29.200529173, 29.308457257, 29.477429316, 29.25295592]","[0.000391541, 0.000399611, 0.000376011, 0.00045135, 0.00040538]","[0.168894173, 0.168467837, 0.168240571, 0.162324455, 0.166842602]","[27.328181161, 27.263763709, 27.36636581, 27.516306802, 27.283537027]","[1.247700129, 1.24131125, 1.244572022, 1.257993986, 1.260318314]","[0.000349231, 0.00036006, 0.00035289, 0.000358551, 0.00035087]"
dblp_to_amalgam1-greedy-4,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.530814871, 29.363134378, 29.372136378, 29.355682408, 29.407188751]","[0.00039513, 0.00037956, 0.00037455, 0.000395291, 0.000378611]","[0.242135329, 0.257210842, 0.252322251, 0.237608304, 0.277772782]","[27.448602539, 27.322672422, 27.313959961, 27.31627317, 27.338729863]","[1.2757343890000001, 1.249526156, 1.270163178, 1.259789732, 1.2573031239999999]","[0.000352221, 0.000352071, 0.000349081, 0.00036112, 0.00035331]"
dblp_to_amalgam1-greedy-8,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.553410907, 29.473420569, 29.525298774, 29.59104707, 29.499715613]","[0.00039792, 0.000410911, 0.00038264, 0.000384651, 0.000391091]","[0.384821336, 0.359550383, 0.349568024, 0.404766753, 0.343354834]","[27.332124908, 27.292396773, 27.371679671, 27.375186494, 27.34632206]","[1.2636787, 1.266347806, 1.263376038, 1.267983759, 1.267442865]","[0.000360001, 0.000361041, 0.000349392, 0.000350431, 0.00035023]"
dblp_to_amalgam1-greedy-16,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.718606867, 29.671044352, 29.833140924, 29.842511694, 30.096227056]","[0.000404731, 0.000380031, 0.000383901, 0.000392821, 0.000394151]","[0.571591686, 0.569763229, 0.545155754, 0.554719915, 0.562006717]","[27.313332563, 27.272179411, 27.43633956, 27.461069067, 27.698853352]","[1.276673358, 1.271754485, 1.293658572, 1.2748622840000001, 1.289444274]","[0.00037413, 0.000353401, 0.00035727, 0.000351562, 0.000352231]"
persondata-greedy-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.4710068139999999, 0.388292335, 0.391855851, 0.329852, 0.284035985]","[0.000116071, 9.0261e-05, 0.00011831, 9.362e-05, 9.004e-05]","[1.125607306, 0.270363754, 0.265817834, 0.228884412, 0.183943962]","[0.013886767, 0.013642167, 0.01375811, 0.013915025, 0.014174081]","[0.00119881, 0.000887405, 0.001083636, 0.000932306, 0.000935127]","[0.000253392, 0.000207221, 0.000238553, 0.000213473, 0.000219542]"
persondata-greedy-2,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.510165817, 0.440555792, 0.422699706, 0.437633274, 0.449739081]","[0.000107021, 0.000134931, 9.1031e-05, 0.00010459, 0.000115271]","[0.401108601, 0.33688568, 0.321351325, 0.336864824, 0.347011669]","[0.014245114, 0.014044531, 0.013669415, 0.013849446, 0.014282862]","[0.001090857, 0.001188788, 0.000924568, 0.001002406, 0.00113135]","[0.000241993, 0.000277672, 0.000210852, 0.000223913, 0.000239662]"
persondata-greedy-4,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.666703973, 0.588203163, 0.546378196, 0.557949761, 0.507595661]","[9.005e-05, 9.25e-05, 0.000131751, 0.00011575, 9.607e-05]","[0.566397047, 0.493147203, 0.45173852, 0.463666098, 0.416204678]","[0.01368855, 0.013683199, 0.013776313, 0.013838106, 0.01379534]","[0.000924265, 0.000911686, 0.001118217, 0.001096662, 0.000955247]","[0.000213552, 0.000210782, 0.000250151, 0.000250503, 0.000216452]"
persondata-greedy-8,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.872232084, 0.721331696, 0.65741973, 0.648004706, 0.795247884]","[0.00011461, 0.000100411, 9.626e-05, 0.000114421, 0.000138582]","[0.732570183, 0.630725638, 0.569140417, 0.555287552, 0.692282092]","[0.014330522, 0.013746481, 0.013770299, 0.014704038, 0.013915977]","[0.001132228, 0.000925935, 0.000927126, 0.001114957, 0.001234548]","[0.000241483, 0.000220781, 0.000218292, 0.000248503, 0.000263592]"
persondata-greedy-16,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.020433003, 0.976656733, 0.970529003, 0.943292242, 0.905265561]","[0.00010739, 0.000129512, 0.000107221, 0.00011883, 0.000107591]","[0.925452605, 0.877228527, 0.879175113, 0.848528463, 0.81040437]","[0.013784521, 0.015686833, 0.013810161, 0.013818571, 0.013877779]","[0.000993766, 0.001295056, 0.000957726, 0.001075676, 0.001011338]","[0.000226781, 0.000314122, 0.000221941, 0.000236622, 0.000252303]"
persondata-random-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.242641697, 0.218304602, 0.216406398, 0.216849802, 0.206839279]","[9.5491e-05, 0.00012369, 0.00011755, 9.2361e-05, 0.000111811]","[0.114052708, 0.125538934, 0.114295942, 0.12236905, 0.115968567]","[0.01376191, 0.013872319, 0.014110124, 0.013789616, 0.013731251]","[0.000984577, 0.001148139, 0.001131557, 0.000921848, 0.001034786]","[0.000224021, 0.000254952, 0.000237381, 0.00021422, 0.000245062]"
persondata-random-2,"[1, 0.855, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.52047825, 0.594227493, 0.430393773, 0.478775383, 0.364421589]","[0.00016443, 0.00018091, 0.000127231, 0.000176471, 0.000135161]","[0.366826873, 0.404804426, 0.292072196, 0.326780055, 0.260110827]","[0.020403171, 0.019864466, 0.019601227, 0.02108209, 0.015525012]","[0.001563005, 0.001682441, 0.001356391, 0.001671415, 0.001351731]","[0.000350124, 0.000372334, 0.000303353, 0.000368313, 0.000304663]"
persondata-random-4,"[0.75, 0.575, 0.795, 0.82, 0.75]","[8, 13, 13, 11, 11]","[0.791476252, 0.54845438, 1.418630897, 0.560213819, 1.226738871]","[0.000175212, 9.656e-05, 0.000323406, 0.00013653, 0.000274491]","[0.644712163, 0.418444129, 1.117973788, 0.430586923, 0.984252373]","[0.020019574, 0.014341172, 0.029806631, 0.014734866, 0.028648818]","[0.001657593, 0.001001549, 0.002919945, 0.0012038, 0.002707077]","[0.000359592, 0.000220532, 0.000623181, 0.000268962, 0.000592135]"
persondata-random-8,"[0.6, 0.75, 0.545, 0.715, 0.75]","[11, 8, 6, 8, 8]","[1.316614508, 1.7548630699999999, 1.107339837, 2.228726891, 1.255656828]","[0.000198121, 0.000239161, 0.00018636, 0.000366053, 0.000220781]","[1.113439377, 1.5256870409999999, 0.937994529, 1.903544941, 1.073806148]","[0.024264199, 0.034175226, 0.023543289, 0.040673364, 0.028866945]","[0.001914021, 0.002518642, 0.001785663, 0.003619195, 0.002151728]","[0.0004153, 0.000565613, 0.000401984, 0.000816526, 0.000495106]"
persondata-random-16,"[0.525, 0.645, 0.82, 0.585, 0.64]","[9, 8, 11, 11, 8]","[1.4782133339999999, 1.851726929, 3.033158052, 1.693443, 2.047663167]","[0.000172411, 0.000211011, 0.000370961, 0.000249152, 0.000266193]","[1.34157389, 1.666565663, 2.686819857, 1.474476234, 1.811426992]","[0.023203259, 0.026812148, 0.041248855, 0.024303914, 0.02872051]","[0.001705551, 0.002083561, 0.00369162, 0.002393735, 0.002516045]","[0.000397392, 0.000482595, 0.000794666, 0.000513793, 0.0005664]"
persondata-weighted_distance-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.251235815, 0.178735746, 0.222128203, 0.188055464, 0.185372005]","[0.000103711, 0.000100001, 0.000113112, 9.448e-05, 0.00011042]","[0.105055167, 0.093946835, 0.107235873, 0.0985141, 0.097454352]","[0.013677337, 0.01403024, 0.014077894, 0.01374716, 0.013908595]","[0.000956589, 0.00100917, 0.001100829, 0.000925846, 0.001032974]","[0.000222391, 0.000222901, 0.000256741, 0.000206873, 0.000238362]"
persondata-weighted_distance-2,"[0.82, 0.82, 0.82, 0.82, 0.82]","[11, 11, 11, 11, 11]","[0.598545014, 0.625795492, 0.578063101, 0.586593023, 0.594919313]","[0.000226421, 0.000248322, 0.00018217, 0.000256001, 0.000177631]","[0.3918684, 0.410991589, 0.382770978, 0.389053399, 0.386860198]","[0.025359264, 0.026285954, 0.024911017, 0.02454095, 0.024366207]","[0.002238713, 0.002397191, 0.001812036, 0.002287112, 0.001777168]","[0.000470376, 0.000501552, 0.000404421, 0.000488392, 0.000401012]"
persondata-weighted_distance-4,"[0.75, 0.75, 0.75, 0.75, 0.75]","[8, 8, 8, 8, 8]","[0.873093093, 0.849133845, 0.867619033, 0.849008459, 0.881280842]","[0.000256821, 0.000217103, 0.00022285, 0.00024728, 0.00026691]","[0.666085813, 0.647734005, 0.662611712, 0.64539433, 0.671531035]","[0.03009674, 0.02985143, 0.02989012, 0.030065027, 0.032378182]","[0.002492304, 0.002198083, 0.002246092, 0.00242752, 0.00264326]","[0.000538496, 0.000485051, 0.000478275, 0.000535543, 0.000566132]"
persondata-weighted_distance-8,"[0.56, 0.56, 0.56, 0.56, 0.56]","[6, 6, 6, 6, 6]","[0.8608834, 0.895718375, 0.931489334, 0.862499926, 0.851061356]","[0.000175363, 0.000176501, 0.00018226, 0.00015517, 0.000181741]","[0.730189714, 0.735343476, 0.790962866, 0.731449133, 0.718499237]","[0.029937006, 0.030039199, 0.030765182, 0.02986926, 0.029962177]","[0.00190276, 0.001911979, 0.00196, 0.001832628, 0.001946121]","[0.000453801, 0.00046474, 0.000481033, 0.000435321, 0.000451203]"
persondata-weighted_distance-16,"[0.56, 0.56, 0.56, 0.56, 0.56]","[6, 6, 6, 6, 6]","[1.69788987, 1.680803941, 1.6992009270000001, 1.699546227, 1.733945729]","[0.000156032, 0.000170571, 0.000190761, 0.000158991, 0.00014787]","[1.5586931819999998, 1.54639347, 1.567197348, 1.5474548970000002, 1.590741508]","[0.030055492, 0.03040026, 0.030352503, 0.029956108, 0.029644073]","[0.001783439, 0.001887761, 0.002005259, 0.001764339, 0.001680776]","[0.000421772, 0.0004418, 0.000452104, 0.000432892, 0.000413132]"
persondata-naive-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.199682397, 0.180315257, 0.169415645, 0.177782605, 0.172126168]","[0.000105, 0.000108221, 0.000102011, 0.00010948, 0.00010271]","[0.090034243, 0.095457139, 0.084656749, 0.091202896, 0.088186004]","[0.013878934, 0.014207647, 0.013747576, 0.013878038, 0.013749041]","[0.001039467, 0.001032154, 0.001009584, 0.001040524, 0.001011627]","[0.000219561, 0.000228631, 0.000269561, 0.000241972, 0.000236171]"
persondata-naive-2,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.942687008, 0.90203925, 0.869917811, 0.90516296, 0.864772423]","[0.00027784, 0.000232332, 0.000238741, 0.000262031, 0.00026014]","[0.685778813, 0.645737818, 0.613877726, 0.651725039, 0.614888895]","[0.032119469, 0.028951214, 0.029104567, 0.029236862, 0.029255376]","[0.002916115, 0.002494563, 0.0025074, 0.002789164, 0.002576113]","[0.000574083, 0.000484643, 0.000506232, 0.000574823, 0.000522691]"
persondata-naive-4,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[8.358826582, 7.789090047, 7.787069623, 7.726310757, 7.779290063]","[0.001172373, 0.001205573, 0.001149419, 0.001194552, 0.001385095]","[6.502877943, 5.961828194, 5.946306815, 5.901376359, 5.896727827]","[0.125371316, 0.126094306, 0.124786402, 0.125555841, 0.134755843]","[0.01301652, 0.013212206, 0.012799314, 0.012883236, 0.01462631]","[0.002306695, 0.002318727, 0.002281943, 0.002298253, 0.002639794]"
persondata-naive-8,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[47.022579361, 45.47292479, 45.691814983, 62.551575515, 70.668800737]","[0.00623413, 0.00594053, 0.00611966, 0.006219655, 0.006383909]","[36.038775456, 34.520436617, 34.565678891, 51.36876689, 59.565135921]","[0.642645683, 0.639100162, 0.644343807, 0.648904624, 0.643647757]","[0.068805597, 0.068860109, 0.069027317, 0.069924093, 0.070064666]","[0.011978733, 0.011735813, 0.012105921, 0.012242651, 0.012177418]"
persondata-naive-16,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[222.71211338, 174.780439614, 144.796859605, 146.278679281, 150.818793333]","[0.016915091, 0.017314627, 0.017487197, 0.017013243, 0.016769465]","[186.866122444, 138.84121647, 109.145594239, 110.916005341, 115.421015682]","[1.83651192, 1.8489584529999998, 1.845044953, 1.846979672, 1.8389412059999999]","[0.194150059, 0.196795898, 0.197518452, 0.195439763, 0.194095331]","[0.034093019, 0.034419322, 0.034495971, 0.034188412, 0.034191419]"
amalgam1_to_amalgam3-greedy-1,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[125.649755414, 122.603139479, 122.327049567, 124.066444719, 124.54008107]","[0.000733302, 0.000762404, 0.000726933, 0.000742293, 0.000740803]","[1.220072983, 0.404279655, 0.303046252, 0.328981295, 0.25498065]","[115.432586886, 113.391146713, 113.203807111, 115.015284202, 115.46120625]","[5.9880032, 5.994620812, 6.003775358, 5.934000928, 5.9747689059999995]","[0.000445791, 0.000404782, 0.000402171, 0.000401132, 0.000398861]"
amalgam1_to_amalgam3-greedy-2,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[124.890553822, 124.00344224, 123.146396611, 125.956219821, 124.431654987]","[0.000740123, 0.000738022, 0.000737363, 0.000739953, 0.000741762]","[0.452029245, 0.41817438, 0.445841569, 0.451672326, 0.361524925]","[115.497257754, 114.833595015, 113.811535155, 116.629387828, 115.23239994]","[6.097118636, 5.95621002, 6.013091779, 6.04688964, 6.036913159]","[0.000406221, 0.000427791, 0.000405271, 0.000399421, 0.000428852]"
amalgam1_to_amalgam3-greedy-4,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[130.229909295, 126.209260237, 125.131253839, 124.931953358, 126.689696982]","[0.000733643, 0.000755173, 0.000748293, 0.000725263, 0.000731061]","[0.65444361, 0.561234637, 0.705448051, 0.625648218, 0.530284443]","[120.676975409, 116.690056029, 115.488592939, 115.395504774, 117.008385244]","[6.078931868, 6.127387231, 6.113028584, 6.088178971, 6.249193313]","[0.000475501, 0.000417912, 0.000418671, 0.000408402, 0.000393271]"
amalgam1_to_amalgam3-greedy-8,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[125.454303575, 126.776102882, 125.978854833, 126.547342743, 126.143568885]","[0.000743402, 0.000774572, 0.000726273, 0.000732662, 0.000753094]","[0.890293661, 0.850299969, 0.759703679, 0.7354337, 0.747561899]","[115.618365426, 116.933984911, 116.193981293, 116.812504406, 116.352282531]","[6.12133618, 6.152361046, 6.152732899, 6.138861696, 6.205625943]","[0.000393621, 0.000422191, 0.000404222, 0.000408223, 0.000401171]"
amalgam1_to_amalgam3-greedy-16,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[128.464189383, 129.595658723, 127.928458339, 126.905240683, 128.77925432]","[0.000736223, 0.001061884, 0.000745852, 0.000732262, 0.000738442]","[1.381781253, 1.391787412, 1.218033691, 1.2147499210000001, 1.138627133]","[117.935154481, 119.053506411, 117.609957213, 116.701683432, 118.586211574]","[6.198516052, 6.235091995, 6.178696542, 6.134762187, 6.185555295]","[0.000424731, 0.000447802, 0.000405472, 0.000411471, 0.000418271]"
amalgam1_to_amalgam3-random-1,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[124.801989308, 124.213938988, 122.776059974, 123.2691011, 122.996460454]","[0.000734283, 0.000788603, 0.000767533, 0.000745333, 0.000735362]","[0.284179613, 0.210383975, 0.232529592, 0.200294266, 0.269094983]","[115.579111094, 115.189489946, 113.722116563, 114.149337679, 113.868103411]","[6.049089324, 5.993689362, 6.01076778, 6.073148291, 6.043179252]","[0.000414171, 0.000432153, 0.000444981, 0.000430562, 0.000408073]"
amalgam1_to_amalgam3-random-2,"[0.9793866264454499, 1, 0.9793866264454499, 0.9793866264454499, 1]","[23, 24, 23, 23, 24]","[123.859422769, 127.090484018, 124.963636212, 124.44478943, 125.161793538]","[0.000923962, 0.000767127, 0.000793935, 0.000802405, 0.000796413]","[0.333223062, 0.436918892, 0.482824724, 0.456105547, 0.504526007]","[114.493806112, 117.677434938, 115.555806864, 115.128262812, 115.770881431]","[6.172961183, 6.114584052, 6.054488744, 6.003361675, 6.026647732]","[0.000679834, 0.000475875, 0.000482697, 0.000451663, 0.000463542]"
amalgam1_to_amalgam3-random-4,"[0.9663147310206134, 0.9864253393665159, 0.9864253393665159, 1, 0.9793866264454499]","[22, 23, 23, 24, 23]","[122.277828724, 122.22819895, 125.285930436, 124.961541557, 125.361356932]","[0.000820554, 0.00079787, 0.000841814, 0.000757399, 0.000764248]","[0.880579015, 0.587061437, 0.888463309, 0.445272879, 0.47770232]","[112.208854542, 112.661381354, 115.406384932, 115.553317822, 115.874465993]","[6.202253704, 6.124543115, 6.09480327, 6.094550866, 6.146130318]","[0.000554796, 0.000477359, 0.000559737, 0.000410718, 0.000419792]"
amalgam1_to_amalgam3-random-8,"[1, 0.9663147310206134, 0.9663147310206134, 0.9793866264454499, 1]","[24, 22, 22, 23, 24]","[126.97152991, 123.895710454, 126.808065523, 127.304348213, 125.258065932]","[0.000850147, 0.000851914, 0.000772985, 0.00078608, 0.000721934]","[1.032696088, 1.045568404, 0.751115546, 0.766481836, 0.602989765]","[116.815283569, 113.739915428, 116.947632352, 117.414071693, 115.716204908]","[6.15905861, 6.185937953, 6.206861056, 6.186756894, 6.093910487]","[0.00051143, 0.000513547, 0.000448557, 0.000460428, 0.000411592]"
